	A1	A2	A3	A4	B1	B2	B3	B4	C1	C2	C3	C4
ENSSSCG00000006386	464	245	305	815	654	286	133	562	77	51	347	234
ENSSSCG00000006388	122	64	140	147	221	118	34	112	33	43	201	95
ENSSSCG00000006390	0	0	2	7	6	21	2	0	0	5	7	0
ENSSSCG00000006391	23	110	54	22	5	0	66	6	12	49	6	0
ENSSSCG00000006392	152	70	85	27	166	56	49	173	19	11	26	54
ENSSSCG00000006393	7	13	6	8	3	26	25	0	5	7	1	0
ENSSSCG00000006394	45	101	45	13	0	0	17	120	7	64	47	96
ENSSSCG00000006395	214	195	162	148	208	147	53	197	211	116	588	444
ENSSSCG00000006396	200	159	273	12	39	41	17	167	1	30	9	12
ENSSSCG00000006397	8	13	4	18	8	3	0	0	0	5	4	0
ENSSSCG00000006398	94	60	4	88	58	28	26	131	12	23	75	233
ENSSSCG00000006399	3	9	6	0	0	8	9	0	10	6	0	0
ENSSSCG00000006400	3	0	0	0	0	0	25	0	1	10	2	0
ENSSSCG00000006403	0	2	30	0	0	0	3	0	4	15	4	0
ENSSSCG00000006413	0	0	0	0	0	0	0	0	0	3	0	0
ENSSSCG00000006415	5	4	0	0	12	0	32	0	1	6	0	0
ENSSSCG00000006418	307	111	274	276	572	75	145	355	17	40	179	181
ENSSSCG00000006423	0	0	1	0	0	0	0	0	0	20	0	0
ENSSSCG00000006425	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000006431	11	26	33	23	0	0	154	0	0	66	33	0
ENSSSCG00000006445	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000006447	0	0	22	0	0	0	0	0	0	0	0	0
ENSSSCG00000006450	8	1	4	0	0	0	15	0	0	20	0	0
ENSSSCG00000006452	22	30	11	15	135	0	18	47	5	18	24	0
ENSSSCG00000006453	125	88	176	239	261	115	56	114	2	36	57	47
ENSSSCG00000006455	0	12	16	2	31	0	21	3	0	9	22	0
ENSSSCG00000006456	10	7	0	3	147	70	44	28	0	45	14	0
ENSSSCG00000006457	38	3	51	20	219	101	11	125	5	26	16	2
ENSSSCG00000006458	1	0	0	0	10	0	27	0	8	12	3	0
ENSSSCG00000006461	378	308	195	424	648	256	295	789	596	244	1075	1456
ENSSSCG00000006462	65	68	14	7	36	17	15	137	14	39	9	211
ENSSSCG00000006463	247	170	338	635	508	333	144	239	118	57	332	77
ENSSSCG00000006464	0	67	0	0	0	13	1	23	0	6	1	0
ENSSSCG00000006465	1	20	0	0	0	0	20	6	13	7	6	0
ENSSSCG00000006466	4	51	22	6	0	2	6	11	7	4	8	0
ENSSSCG00000006467	73	70	66	92	95	44	72	58	22	21	106	88
ENSSSCG00000006468	463	477	471	262	344	405	132	470	350	179	587	302
ENSSSCG00000006469	62	64	48	24	137	25	16	107	18	29	92	89
ENSSSCG00000006470	28	21	0	103	76	9	21	13	26	18	12	10
ENSSSCG00000006471	20	14	30	60	19	26	29	6	5	14	4	11
ENSSSCG00000006472	26	6	9	45	42	79	13	15	0	15	2	0
ENSSSCG00000006474	108	116	104	457	191	102	142	119	227	130	434	190
ENSSSCG00000006475	47	126	127	96	66	45	29	38	27	24	118	119
ENSSSCG00000006477	18	0	20	14	0	1	0	28	5	18	0	0
ENSSSCG00000006478	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000006479	24	0	3	15	0	0	7	0	0	2	10	0
ENSSSCG00000006480	26	15	15	39	75	32	34	5	9	7	13	45
ENSSSCG00000006481	60	92	61	45	49	32	37	73	40	46	43	80
ENSSSCG00000006482	418	138	312	376	688	243	220	405	112	93	446	436
ENSSSCG00000006486	0	0	0	0	0	0	1	0	0	3	0	0
ENSSSCG00000006487	194	125	115	204	181	36	69	161	24	32	139	257
ENSSSCG00000006488	47	31	3	45	97	24	33	38	22	28	52	137
ENSSSCG00000006489	43	41	0	20	2	42	0	3	6	3	0	0
ENSSSCG00000006490	176	187	151	170	339	229	119	190	68	101	374	159
ENSSSCG00000006491	0	0	8	24	9	24	18	17	2	6	0	0
ENSSSCG00000006493	29	31	16	59	92	15	58	65	2	2	9	13
ENSSSCG00000006494	0	19	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000006495	236	174	111	170	319	153	28	377	9	10	66	244
ENSSSCG00000006496	402	396	321	809	486	447	144	438	727	414	2029	1176
ENSSSCG00000006497	25	0	0	56	4	0	2	0	0	1	6	0
ENSSSCG00000006499	76	50	123	6	29	7	0	89	75	65	36	54
ENSSSCG00000006500	82	103	199	146	133	53	47	157	90	40	131	115
ENSSSCG00000006501	191	161	91	262	280	203	76	211	36	30	129	96
ENSSSCG00000006502	664	427	787	719	1266	606	346	1104	606	337	1670	1386
ENSSSCG00000006503	0	0	22	0	0	9	7	0	0	10	0	0
ENSSSCG00000006504	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000006506	6	0	0	1	6	27	14	11	11	14	33	0
ENSSSCG00000006507	25	0	0	0	21	4	0	0	0	1	2	4
ENSSSCG00000006508	773	373	641	970	1018	301	389	690	272	142	744	499
ENSSSCG00000006510	467	241	391	416	708	218	327	409	188	140	563	863
ENSSSCG00000006511	0	0	0	14	0	0	0	0	0	0	0	0
ENSSSCG00000006512	0	3	0	1	18	0	5	8	5	3	10	2
ENSSSCG00000006518	21	41	5	5	103	11	12	27	0	3	56	27
ENSSSCG00000006519	228	155	258	431	315	95	62	195	55	87	177	171
ENSSSCG00000006520	46	36	170	43	87	48	54	38	31	14	80	85
ENSSSCG00000006521	28	33	3	68	24	13	19	17	0	15	29	1
ENSSSCG00000006522	179	81	48	92	155	78	50	167	52	33	129	141
ENSSSCG00000006523	15	23	0	15	54	1	8	54	7	5	47	14
ENSSSCG00000006524	7	7	4	116	39	27	25	50	27	25	32	21
ENSSSCG00000006525	0	5	34	0	2	0	0	0	14	9	29	26
ENSSSCG00000006526	13	8	10	12	0	3	15	0	0	51	0	0
ENSSSCG00000006527	33	29	17	107	66	0	1	38	6	2	38	4
ENSSSCG00000006529	27	59	28	15	16	8	11	7	6	26	5	0
ENSSSCG00000006530	44	57	18	9	82	60	10	10	6	9	53	12
ENSSSCG00000006531	11	0	1	0	6	0	7	0	0	0	0	0
ENSSSCG00000006533	86	80	111	122	122	53	91	48	46	32	154	219
ENSSSCG00000006535	15	11	0	23	47	0	13	127	5	6	31	38
ENSSSCG00000006538	77	48	117	83	72	30	67	33	61	63	114	76
ENSSSCG00000006539	124	176	134	103	239	100	86	228	80	39	176	134
ENSSSCG00000006540	328	197	246	486	591	179	90	329	352	119	552	438
ENSSSCG00000006542	10	16	12	36	17	1	52	0	5	40	28	0
ENSSSCG00000006543	585	277	350	286	895	317	130	440	204	89	417	527
ENSSSCG00000006544	128	106	79	209	96	78	53	208	11	19	124	108
ENSSSCG00000006545	0	11	0	0	0	16	11	19	0	12	3	0
ENSSSCG00000006546	4	16	3	10	5	0	22	0	1	7	5	3
ENSSSCG00000006547	11	25	30	108	26	0	35	2	6	35	72	5
ENSSSCG00000006550	315	124	191	424	413	179	137	321	65	56	170	44
ENSSSCG00000006551	0	0	7	11	0	0	0	0	0	16	0	0
ENSSSCG00000006552	41	18	33	23	16	18	1	31	16	3	8	11
ENSSSCG00000006553	646	420	763	549	899	266	231	712	163	111	527	468
ENSSSCG00000006554	92	45	91	31	86	62	7	86	2	8	30	60
ENSSSCG00000006555	4	24	0	0	0	0	0	0	0	3	0	5
ENSSSCG00000006556	382	202	348	403	491	255	108	475	414	181	693	788
ENSSSCG00000006559	9	16	0	26	25	0	9	4	27	6	18	1
ENSSSCG00000006560	24	37	4	13	69	24	2	11	16	11	13	11
ENSSSCG00000006561	38	17	3	75	55	28	25	121	17	3	79	39
ENSSSCG00000006562	179	108	174	361	298	25	43	429	57	49	206	169
ENSSSCG00000006564	57	59	117	30	29	92	27	70	6	10	59	5
ENSSSCG00000006567	121	78	125	187	121	95	51	186	36	29	159	128
ENSSSCG00000006568	231	199	307	262	500	225	185	412	180	99	746	583
ENSSSCG00000006569	4	2	0	0	0	16	0	0	0	0	0	0
ENSSSCG00000006571	313	240	230	251	456	184	125	299	107	76	348	299
ENSSSCG00000006572	15	21	0	4	7	12	32	8	47	46	173	161
ENSSSCG00000006577	0	0	0	0	0	0	0	57	0	4	0	0
ENSSSCG00000006578	7	6	15	6	9	12	6	53	1	0	1	3
ENSSSCG00000006579	1	6	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000006580	69	53	66	0	3	0	4	78	0	0	0	0
ENSSSCG00000006581	48	36	123	34	30	72	5	44	24	10	55	24
ENSSSCG00000006582	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000006587	0	18	25	3	0	0	16	0	11	10	0	0
ENSSSCG00000006588	17	16	1	24	0	0	10	0	21	18	40	79
ENSSSCG00000006590	19	1	112	0	0	4	7	0	8	3	15	53
ENSSSCG00000006592	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000006594	0	30	0	4	0	1	0	0	0	0	0	0
ENSSSCG00000006595	0	0	0	0	0	0	0	0	0	1	5	0
ENSSSCG00000006598	0	0	0	0	0	0	0	0	0	7	0	0
ENSSSCG00000006599	1	0	0	0	0	0	0	0	0	3	0	0
ENSSSCG00000006604	0	52	34	31	0	0	8	6	11	17	0	0
ENSSSCG00000006605	11	2	0	0	0	0	11	0	3	6	0	0
ENSSSCG00000006609	3	20	0	29	0	0	11	0	11	16	0	0
ENSSSCG00000006610	79	52	45	89	78	18	6	81	15	28	62	67
ENSSSCG00000006612	9	14	38	15	27	23	11	19	61	63	699	863
ENSSSCG00000006614	0	5	0	0	0	0	5	0	0	6	0	0
ENSSSCG00000006618	0	31	2	3	0	0	3	0	1	9	0	0
ENSSSCG00000006619	42	15	69	26	138	23	7	75	20	38	56	56
ENSSSCG00000006620	104	72	69	26	45	47	22	47	41	17	44	46
ENSSSCG00000006621	197	263	261	74	207	421	76	191	165	89	404	224
ENSSSCG00000006622	160	58	166	362	289	116	136	240	23	57	185	236
ENSSSCG00000006624	17	21	3	60	35	4	36	0	0	18	16	5
ENSSSCG00000006625	168	75	153	155	242	61	33	132	59	49	81	101
ENSSSCG00000006626	201	129	117	261	406	205	120	190	52	63	215	209
ENSSSCG00000006627	83	119	66	77	158	112	45	50	88	25	143	178
ENSSSCG00000006628	211	115	112	177	81	68	11	179	70	37	217	179
ENSSSCG00000006631	4	9	0	0	4	0	20	0	0	11	5	3
ENSSSCG00000006632	25	6	5	23	10	15	32	19	2	8	37	33
ENSSSCG00000006634	6	24	0	1	42	18	23	22	22	20	37	103
ENSSSCG00000006635	61	29	13	43	53	33	39	0	5	29	19	10
ENSSSCG00000006636	120	46	15	53	30	8	7	51	25	13	42	100
ENSSSCG00000006639	0	0	21	0	0	0	0	1	0	0	0	0
ENSSSCG00000006640	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000006641	24	6	10	30	39	27	1	28	7	5	4	20
ENSSSCG00000006642	115	44	166	190	91	132	80	119	27	77	159	58
ENSSSCG00000006643	27	13	61	100	5	20	28	23	21	24	48	7
ENSSSCG00000006644	64	82	129	158	77	35	33	79	21	31	102	40
ENSSSCG00000006645	217	135	116	204	286	80	141	144	48	40	138	178
ENSSSCG00000006646	295	118	76	289	473	136	97	272	23	48	441	188
ENSSSCG00000006648	395	138	311	374	932	220	147	724	53	49	420	723
ENSSSCG00000006649	1	0	0	3	27	0	0	43	0	12	4	0
ENSSSCG00000006651	194	83	133	431	212	137	119	195	91	65	206	209
ENSSSCG00000006653	64	87	133	39	72	5	12	56	22	26	22	74
ENSSSCG00000006661	50	10	46	40	41	1	19	51	6	11	8	11
ENSSSCG00000006663	178	160	241	112	138	18	83	178	31	68	244	62
ENSSSCG00000006664	8	6	31	8	21	6	35	34	6	7	0	1
ENSSSCG00000006665	40	3	14	46	71	13	15	21	0	3	24	32
ENSSSCG00000006666	0	9	43	0	0	1	11	0	0	26	0	0
ENSSSCG00000006667	4	17	34	4	13	0	13	26	9	1	68	10
ENSSSCG00000006678	1	12	11	0	22	0	28	28	20	37	122	100
ENSSSCG00000006679	0	4	3	2	0	1	4	0	0	10	0	0
ENSSSCG00000006682	60	24	29	128	74	24	16	64	19	16	93	72
ENSSSCG00000006685	24	11	0	23	17	1	10	5	0	9	3	0
ENSSSCG00000006687	98	111	96	216	168	44	125	61	9	34	42	19
ENSSSCG00000006688	19	50	10	166	49	0	12	7	6	34	55	14
ENSSSCG00000006689	103	67	141	68	82	62	69	33	8	38	38	144
ENSSSCG00000006690	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000006691	40	53	39	53	41	96	61	76	21	30	50	136
ENSSSCG00000006693	7	2	3	0	4	0	23	15	0	19	2	2
ENSSSCG00000006694	153	35	63	104	150	40	60	91	13	36	107	48
ENSSSCG00000006696	0	8	47	15	5	4	9	0	13	13	49	2
ENSSSCG00000006697	30	24	17	26	21	15	1	15	47	21	91	58
ENSSSCG00000006698	109	66	129	122	138	156	25	139	34	25	81	15
ENSSSCG00000006701	228	114	97	176	173	115	111	237	73	99	179	222
ENSSSCG00000006702	8	10	0	0	7	18	32	9	32	51	24	133
ENSSSCG00000006703	17	55	0	18	15	4	53	66	5	19	16	8
ENSSSCG00000006704	15	93	56	49	26	0	29	1	35	28	23	0
ENSSSCG00000006709	641	356	452	892	986	413	397	1002	206	185	917	1177
ENSSSCG00000006713	0	0	0	8	0	0	0	0	0	1	0	0
ENSSSCG00000006717	44	31	34	29	80	268	11	58	3	10	2	3
ENSSSCG00000006718	60	15	19	13	14	16	28	37	15	7	20	16
ENSSSCG00000006719	0	0	6	27	1	0	1	0	0	0	0	0
ENSSSCG00000006720	80	16	9	2	0	51	2	7	3	18	0	4
ENSSSCG00000006725	25	4	0	52	30	65	55	21	0	18	0	0
ENSSSCG00000006726	3	3	0	0	0	0	1	0	0	4	6	81
ENSSSCG00000006727	117	73	113	70	99	10	37	96	19	25	39	41
ENSSSCG00000006728	158	29	104	80	171	88	34	34	32	23	77	79
ENSSSCG00000006729	1428	590	438	1609	1936	844	208	1462	38	65	107	253
ENSSSCG00000006730	205	91	142	298	227	155	48	181	25	24	100	101
ENSSSCG00000006731	53	29	30	6	13	0	10	20	14	7	9	0
ENSSSCG00000006732	27	51	31	84	57	31	77	14	53	20	96	76
ENSSSCG00000006733	399	168	261	332	440	209	138	192	110	101	207	264
ENSSSCG00000006734	8	14	0	1	16	0	15	43	1	21	2	17
ENSSSCG00000006735	215	190	278	501	245	111	80	262	10	20	28	31
ENSSSCG00000006736	62	55	202	159	215	62	44	41	20	32	26	37
ENSSSCG00000006737	93	128	84	199	71	67	30	130	68	52	176	36
ENSSSCG00000006738	54	61	80	77	132	50	74	83	31	27	139	119
ENSSSCG00000006740	1060	890	1621	780	1046	752	289	1250	363	181	1231	1260
ENSSSCG00000006742	92	42	64	11	9	48	1	64	7	17	8	4
ENSSSCG00000006743	54	26	100	10	102	21	14	100	24	32	71	86
ENSSSCG00000006744	0	0	0	0	0	0	0	0	11	0	0	0
ENSSSCG00000006745	0	9	24	13	2	0	21	0	7	19	33	0
ENSSSCG00000006746	76	35	102	28	53	69	27	60	15	20	55	33
ENSSSCG00000006748	9	14	0	0	0	0	0	0	9	15	8	89
ENSSSCG00000006749	0	0	0	0	0	0	24	0	0	10	0	0
ENSSSCG00000006750	2	0	0	4	0	3	0	0	1	0	0	0
ENSSSCG00000006751	38	11	37	8	52	5	14	10	20	3	33	76
ENSSSCG00000006752	670	418	325	700	801	459	103	598	89	78	372	254
ENSSSCG00000006754	10	0	3	0	0	0	13	1	11	13	0	3
ENSSSCG00000006755	218	57	133	50	81	32	40	86	28	22	13	10
ENSSSCG00000006757	132	47	271	157	123	34	83	186	57	49	138	69
ENSSSCG00000006758	3	16	0	0	6	15	5	0	1	11	0	0
ENSSSCG00000006760	158	59	46	203	180	38	4	226	52	51	196	231
ENSSSCG00000006761	19	7	21	53	21	2	44	1	17	33	27	52
ENSSSCG00000006762	35	24	17	47	47	9	2	3	6	9	47	63
ENSSSCG00000006764	10	6	39	3	16	3	12	55	0	9	16	1
ENSSSCG00000006766	130	38	73	157	115	11	101	158	31	46	182	146
ENSSSCG00000006767	105	50	242	96	119	61	96	32	100	74	223	127
ENSSSCG00000006770	4	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000006771	60	46	1	16	145	27	34	78	2	14	24	19
ENSSSCG00000006774	73	11	19	30	23	18	1	21	62	59	167	311
ENSSSCG00000006775	96	39	139	90	178	35	35	123	8	12	78	35
ENSSSCG00000006776	415	175	464	202	475	111	158	386	129	54	378	438
ENSSSCG00000006777	39	62	14	72	48	4	16	46	48	41	117	65
ENSSSCG00000006779	131	40	11	107	202	0	16	48	4	30	52	30
ENSSSCG00000006780	5	11	5	0	0	19	16	0	3	6	7	0
ENSSSCG00000006781	172	54	165	91	563	164	177	160	136	74	224	223
ENSSSCG00000006783	92	45	46	71	80	3	23	33	39	32	60	33
ENSSSCG00000006785	139	24	42	75	153	30	20	31	19	21	120	78
ENSSSCG00000006788	4	15	0	47	30	0	21	21	3	28	15	28
ENSSSCG00000006790	107	74	102	85	92	68	15	56	23	17	51	54
ENSSSCG00000006791	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000006792	0	0	17	0	0	0	4	0	0	25	25	0
ENSSSCG00000006793	19	24	9	0	34	0	15	4	0	10	13	9
ENSSSCG00000006796	37	35	64	7	41	46	4	22	0	2	10	1
ENSSSCG00000006799	12	19	25	11	37	0	12	16	1	3	9	20
ENSSSCG00000006800	145	39	32	81	218	52	39	221	39	31	218	126
ENSSSCG00000006801	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000006802	129	11	19	240	170	84	39	78	19	4	14	20
ENSSSCG00000006803	5	9	0	2	0	0	14	0	0	7	0	0
ENSSSCG00000006804	2	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000006805	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000006808	0	0	0	0	4	0	0	0	1	2	0	0
ENSSSCG00000006809	167	36	124	74	189	101	84	73	66	74	202	225
ENSSSCG00000006810	3	15	0	30	35	40	18	50	17	17	0	0
ENSSSCG00000006811	11	24	18	72	45	23	9	108	0	8	7	0
ENSSSCG00000006812	8	0	12	0	3	64	5	0	5	8	0	0
ENSSSCG00000006813	76	89	227	217	128	37	41	83	6	24	110	174
ENSSSCG00000006816	218	91	235	137	220	88	41	143	23	57	183	86
ENSSSCG00000006820	9	10	37	0	0	0	16	11	0	12	0	0
ENSSSCG00000006821	0	0	90	0	2	0	0	0	0	1	7	0
ENSSSCG00000006823	1	0	0	0	0	0	13	0	0	2	15	0
ENSSSCG00000006824	71	66	111	243	254	32	43	226	25	44	179	46
ENSSSCG00000006825	0	0	0	0	0	0	0	0	0	6	1	0
ENSSSCG00000006827	30	46	20	44	66	26	47	115	9	13	75	55
ENSSSCG00000006828	290	116	123	235	161	223	58	42	64	43	184	185
ENSSSCG00000006829	9	16	7	1	0	15	13	3	10	20	6	5
ENSSSCG00000006830	34	31	44	7	54	8	14	51	3	12	46	6
ENSSSCG00000006831	117	103	67	89	139	84	84	247	72	63	169	130
ENSSSCG00000006834	0	19	8	0	0	0	11	0	1	9	0	0
ENSSSCG00000006835	157	82	54	145	207	53	45	123	49	54	182	189
ENSSSCG00000006836	7	37	19	106	150	357	67	52	2	26	47	18
ENSSSCG00000006840	95	9	4	40	59	22	17	51	12	22	31	43
ENSSSCG00000006841	242	77	100	222	142	45	138	128	31	56	211	78
ENSSSCG00000006842	0	0	0	0	0	0	0	7	0	8	0	0
ENSSSCG00000006845	130	38	78	9	129	34	53	90	38	16	140	24
ENSSSCG00000006846	6	4	0	0	1	0	15	0	0	1	28	0
ENSSSCG00000006848	116	63	51	111	100	35	1	68	30	30	161	130
ENSSSCG00000006850	33	109	40	45	70	21	45	155	31	45	46	111
ENSSSCG00000006852	1	9	3	30	13	0	3	0	0	14	0	0
ENSSSCG00000006853	21	21	15	4	3	0	7	4	18	6	10	0
ENSSSCG00000006857	46	33	35	1818	1417	265	431	0	5	22	21	0
ENSSSCG00000006858	0	0	3	0	0	0	9	0	14	8	0	0
ENSSSCG00000006859	23	0	18	4	22	2	11	3	22	10	22	58
ENSSSCG00000006860	139	50	83	380	166	44	39	257	9	15	68	100
ENSSSCG00000006861	4	8	0	0	43	0	1	0	0	9	10	0
ENSSSCG00000006862	100	13	23	81	496	71	17	354	1	5	27	26
ENSSSCG00000006864	77	48	60	52	208	80	35	164	43	20	95	132
ENSSSCG00000006865	31	4	3	63	13	21	3	34	0	11	22	100
ENSSSCG00000006866	70	13	50	44	34	55	94	4	21	25	33	33
ENSSSCG00000006867	0	3	2	0	0	5	23	0	0	25	0	0
ENSSSCG00000006869	51	54	74	67	113	56	68	8	18	10	37	34
ENSSSCG00000006870	86	26	139	56	143	36	23	45	37	6	53	33
ENSSSCG00000006871	59	31	53	58	90	16	2	83	12	15	61	23
ENSSSCG00000006872	115	33	97	42	86	42	29	92	12	3	82	66
ENSSSCG00000006873	15	10	53	61	21	0	7	8	0	33	19	16
ENSSSCG00000006874	102	48	31	44	128	50	17	25	6	24	111	74
ENSSSCG00000006875	0	8	0	31	18	0	11	7	15	7	0	0
ENSSSCG00000006876	7	0	0	0	2	0	11	0	19	2	1	0
ENSSSCG00000006877	119	34	55	72	110	4	53	38	47	34	52	16
ENSSSCG00000006878	84	24	113	28	161	13	62	112	33	46	267	236
ENSSSCG00000006879	139	28	108	148	174	39	30	109	11	18	91	22
ENSSSCG00000006881	0	0	0	0	0	0	0	0	0	4	0	0
ENSSSCG00000006885	29	0	2	6	31	0	21	15	2	11	0	19
ENSSSCG00000006887	54	82	92	299	282	142	163	76	40	39	201	48
ENSSSCG00000006888	15	22	46	10	0	5	0	0	29	2	0	0
ENSSSCG00000006889	260	71	208	135	129	89	130	185	99	71	344	101
ENSSSCG00000006890	36	64	4	30	2	1	23	1	15	42	1	0
ENSSSCG00000006892	292	51	36	117	173	63	31	200	85	25	138	79
ENSSSCG00000006893	169	29	36	104	211	52	81	89	89	53	188	167
ENSSSCG00000006894	111	77	115	104	232	66	79	189	29	31	274	46
ENSSSCG00000006897	85	12	109	118	162	27	86	94	26	28	123	55
ENSSSCG00000006898	98	4	122	34	106	7	32	73	37	47	116	71
ENSSSCG00000006899	418	349	480	443	515	338	91	708	22	35	240	152
ENSSSCG00000006900	22	16	43	29	5	0	3	23	0	13	8	0
ENSSSCG00000006901	156	48	194	109	258	53	86	183	59	48	205	60
ENSSSCG00000006902	8	67	26	54	65	54	27	75	13	4	20	62
ENSSSCG00000006903	70	19	91	50	178	75	70	115	26	29	140	46
ENSSSCG00000006904	43	22	0	19	75	5	28	21	9	15	13	11
ENSSSCG00000006911	300	75	229	303	632	203	60	257	62	75	378	94
ENSSSCG00000006912	46	14	6	47	81	21	1	49	10	10	27	0
ENSSSCG00000006914	0	11	0	0	0	0	3	0	5	8	0	0
ENSSSCG00000006917	72	17	21	59	116	46	34	69	47	48	167	120
ENSSSCG00000006923	112	36	16	53	175	7	57	56	72	32	142	241
ENSSSCG00000006925	40	31	59	26	63	7	39	36	32	11	56	68
ENSSSCG00000006926	42	7	20	70	96	4	6	77	1	9	40	43
ENSSSCG00000006927	198	118	187	295	218	91	96	155	32	70	246	246
ENSSSCG00000006928	33	7	44	23	0	0	7	92	2	2	16	4
ENSSSCG00000006930	110	110	196	98	231	95	65	122	33	58	261	233
ENSSSCG00000006932	15	0	0	48	23	0	39	6	45	34	21	4
ENSSSCG00000006933	374	870	104	76	465	266	18	68	16	2	4	4
ENSSSCG00000006935	173	161	121	48	65	135	15	76	0	20	1	0
ENSSSCG00000006936	121	87	74	33	63	44	7	123	4	14	73	19
ENSSSCG00000006939	122	98	95	165	127	56	92	114	77	34	224	135
ENSSSCG00000006940	77	124	18	141	77	46	17	282	49	14	139	72
ENSSSCG00000006947	27	1	35	69	17	5	29	0	2	11	15	25
ENSSSCG00000006948	12	31	8	2	0	7	13	0	3	0	1	0
ENSSSCG00000006950	14	16	38	55	12	48	0	10	60	89	385	665
ENSSSCG00000006954	534	542	350	496	518	633	120	490	487	218	598	712
ENSSSCG00000006955	76	87	223	84	262	114	47	46	102	56	149	290
ENSSSCG00000006956	248	181	295	234	357	205	162	219	148	86	516	542
ENSSSCG00000006957	0	22	0	8	0	0	32	59	7	4	16	4
ENSSSCG00000006958	1	7	21	24	25	89	24	17	16	43	69	43
ENSSSCG00000006959	107	99	203	82	99	71	26	14	42	59	49	122
ENSSSCG00000006966	5	18	6	27	0	0	0	0	6	0	19	0
ENSSSCG00000006968	106	70	23	18	44	44	9	25	48	50	44	9
ENSSSCG00000006969	32	14	31	12	3	0	7	0	19	9	6	1
ENSSSCG00000006970	167	41	33	227	283	169	181	91	178	77	447	192
ENSSSCG00000006972	1	6	0	4	0	0	0	2	0	4	0	0
ENSSSCG00000006973	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000006978	1	1	0	0	0	0	0	4	0	0	0	0
ENSSSCG00000006979	23	23	26	58	164	72	160	129	15	13	80	29
ENSSSCG00000006980	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000006981	13	29	25	0	32	5	1	31	2	0	30	4
ENSSSCG00000006982	0	0	8	1	19	0	8	0	11	1	6	0
ENSSSCG00000006983	67	7	88	37	70	4	5	31	28	19	45	58
ENSSSCG00000006984	57	51	28	18	136	71	3	4	16	28	102	50
ENSSSCG00000006987	29	0	0	22	32	0	12	8	11	38	85	0
ENSSSCG00000006988	48	33	1	1	67	7	6	4	4	1	1	0
ENSSSCG00000006994	700	271	375	394	787	173	202	351	175	147	631	566
ENSSSCG00000006995	60	36	67	95	141	5	49	56	47	36	265	198
ENSSSCG00000006996	65	16	134	48	84	11	0	92	9	18	64	62
ENSSSCG00000006997	13	0	22	0	0	0	0	0	0	3	0	0
ENSSSCG00000007000	1232	721	829	1917	1092	610	443	1051	210	166	969	243
ENSSSCG00000007001	6	4	0	2	7	0	5	0	15	10	12	0
ENSSSCG00000007002	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000007003	6	0	1	0	20	41	1	14	0	5	2	0
ENSSSCG00000007004	126	59	46	118	156	23	30	90	27	25	90	64
ENSSSCG00000007005	0	0	0	0	0	0	0	0	2	0	1	4
ENSSSCG00000007007	4	43	28	1	26	4	0	26	0	6	3	38
ENSSSCG00000007008	0	0	0	0	0	0	11	0	1	11	0	0
ENSSSCG00000007009	5	0	0	0	0	0	24	0	0	17	17	0
ENSSSCG00000007010	0	0	0	0	0	0	14	0	10	16	2	0
ENSSSCG00000007019	172	123	189	132	268	222	119	222	163	99	510	530
ENSSSCG00000007022	29	2	0	3	0	1	22	0	1	21	14	0
ENSSSCG00000007023	268	183	564	181	347	26	143	205	108	71	336	215
ENSSSCG00000007026	48	46	9	102	30	0	13	24	7	2	63	8
ENSSSCG00000007027	29	113	90	52	13	0	13	18	43	22	13	0
ENSSSCG00000007029	0	0	0	0	0	0	1	0	1	4	0	0
ENSSSCG00000007030	238	385	290	194	374	188	61	173	190	146	385	568
ENSSSCG00000007031	49	45	1	17	55	34	14	140	69	10	54	22
ENSSSCG00000007032	31	10	6	13	34	14	22	7	14	18	5	0
ENSSSCG00000007033	19	0	21	0	0	10	21	25	2	1	23	12
ENSSSCG00000007034	235	197	331	305	420	150	161	335	54	61	186	118
ENSSSCG00000007039	54	72	180	120	31	36	34	68	3	6	20	6
ENSSSCG00000007043	161	26	155	110	312	125	172	148	318	254	1149	1234
ENSSSCG00000007046	88	127	126	71	64	63	61	39	40	66	55	28
ENSSSCG00000007047	100	31	12	9	81	28	33	25	36	26	67	32
ENSSSCG00000007052	147	28	53	1	3	0	29	106	52	24	46	8
ENSSSCG00000007056	255	56	148	203	290	169	125	172	14	23	69	36
