	A1	A2	A3	A4	B1	B2	B3	B4	C1	C2	C3	C4
ENSSSCG00000019193	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019194	6	6	15	6	7	4	15	18	6	6	2	7
ENSSSCG00000019195	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019199	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019203	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019207	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019209	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019223	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019224	0	0	0	0	0	4	2	5	0	2	0	5
ENSSSCG00000019225	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019228	0	0	0	1	1	0	0	4	3	0	2	0
ENSSSCG00000019229	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019231	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019232	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019243	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019244	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019245	0	1	1	0	0	0	0	0	2	1	0	0
ENSSSCG00000019249	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019255	1	2	0	0	0	0	0	0	0	0	0	1
ENSSSCG00000019258	0	1	2	0	0	0	4	0	0	0	0	0
ENSSSCG00000019261	0	2	0	0	0	2	1	0	0	0	3	1
ENSSSCG00000019262	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019264	0	0	1	2	0	0	2	0	0	2	0	0
ENSSSCG00000019267	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019268	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019269	0	0	0	0	0	0	0	0	1	0	0	0
ENSSSCG00000019270	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019272	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019278	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019280	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019281	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019283	8	11	9	11	9	24	21	11	8	13	21	15
ENSSSCG00000019284	6	8	2	4	3	0	6	1	1	2	1	3
ENSSSCG00000019289	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019290	11	22	14	13	16	28	18	20	8	18	14	15
ENSSSCG00000019292	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019296	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019301	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019302	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019303	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019304	0	0	0	1	0	0	0	0	0	0	2	3
ENSSSCG00000019306	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019307	0	0	0	0	0	2	0	0	0	0	0	0
ENSSSCG00000019308	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019309	8	29	22	26	4	33	18	38	18	10	16	21
ENSSSCG00000019314	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019315	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019317	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019320	0	1	0	3	1	2	0	6	1	0	1	1
ENSSSCG00000019321	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019322	0	0	0	0	0	7	0	0	0	0	0	0
ENSSSCG00000019323	0	6	15	3	0	9	13	5	17	13	15	19
ENSSSCG00000019325	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019329	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019333	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019338	0	0	0	0	0	2	0	0	1	0	0	0
ENSSSCG00000019341	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019343	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019350	1	2	8	5	3	3	4	2	2	4	4	4
ENSSSCG00000019351	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019353	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019354	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019356	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019358	51	21	24	12	8	24	19	5	12	23	39	36
ENSSSCG00000019359	1	0	0	3	2	1	0	3	0	1	3	0
ENSSSCG00000019364	0	5	1	3	2	1	0	0	3	1	0	3
ENSSSCG00000019366	1	0	3	1	0	0	0	0	0	0	0	0
ENSSSCG00000019368	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019369	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019375	3	9	4	8	6	11	3	4	4	0	2	3
ENSSSCG00000019377	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019379	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019380	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019381	1	7	2	9	0	15	2	2	2	11	8	9
ENSSSCG00000019387	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019389	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019393	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019395	1	4	1	8	4	0	2	8	1	6	2	5
ENSSSCG00000019396	3	0	1	1	1	0	0	0	2	0	0	1
ENSSSCG00000019397	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019398	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019401	0	0	0	1	0	0	0	0	0	0	0	1
ENSSSCG00000019402	5	1	6	6	2	0	2	11	8	7	5	3
ENSSSCG00000019404	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019408	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019409	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019410	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019411	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019412	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019413	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019414	0	0	0	2	0	0	2	0	0	0	0	0
ENSSSCG00000019418	5	21	19	17	2	13	8	19	9	12	10	15
ENSSSCG00000019420	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019421	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019423	0	0	0	0	0	0	0	0	2	3	3	0
ENSSSCG00000019425	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019431	1	1	0	0	0	6	1	9	2	1	0	0
ENSSSCG00000019432	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019435	2	0	1	1	0	0	0	0	0	0	0	0
ENSSSCG00000019437	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019439	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019440	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019445	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019447	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019450	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019451	14	13	28	27	8	41	15	23	13	10	17	17
ENSSSCG00000019452	0	2	0	0	0	0	0	0	0	4	1	0
ENSSSCG00000019456	0	0	0	1	0	0	0	4	0	0	0	0
ENSSSCG00000019457	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019459	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019462	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019466	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019479	0	0	0	1	0	0	0	0	0	0	1	0
ENSSSCG00000019480	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019493	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019498	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019499	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019500	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019503	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019505	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019508	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019510	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019512	1	3	0	2	0	1	0	1	0	0	0	0
ENSSSCG00000019515	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019518	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019519	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019520	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019524	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019527	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019533	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019535	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019537	0	0	1	0	0	0	0	0	0	0	0	0
ENSSSCG00000019541	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019544	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019546	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019548	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019549	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019550	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019555	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019557	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019560	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019565	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019568	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019571	0	0	0	0	0	0	0	0	1	0	0	0
ENSSSCG00000019572	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019575	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019576	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019583	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019584	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019587	10	9	12	9	4	9	13	1	12	9	21	13
ENSSSCG00000019588	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019589	0	0	0	0	0	1	0	0	0	0	0	0
ENSSSCG00000019590	3	8	8	5	8	0	9	34	10	10	4	9
ENSSSCG00000019593	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019599	3	19	10	13	5	23	17	8	2	10	7	2
ENSSSCG00000019600	1	2	4	2	1	0	0	7	0	0	2	0
ENSSSCG00000019602	0	0	0	0	0	0	0	6	0	0	0	0
ENSSSCG00000019607	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019612	39	75	68	65	21	92	52	44	26	48	32	62
ENSSSCG00000019614	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019619	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019624	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019627	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019629	1	1	4	2	0	2	0	4	1	4	6	13
ENSSSCG00000019630	8	9	7	1	5	9	1	10	0	1	0	4
ENSSSCG00000019632	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019633	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019634	0	1	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000019637	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019639	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019643	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019644	18	74	54	44	24	51	34	44	13	25	28	35
ENSSSCG00000019648	3	2	2	2	4	0	4	0	3	1	2	5
ENSSSCG00000019649	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019654	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019663	8	10	16	3	14	4	6	6	10	8	7	6
ENSSSCG00000019666	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019667	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019668	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019671	2	3	4	2	3	0	1	0	2	0	1	2
ENSSSCG00000019673	1	1	0	0	0	0	4	0	0	2	0	0
ENSSSCG00000019675	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019678	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019680	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019684	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019686	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019687	4	12	6	16	9	21	9	6	7	13	19	3
ENSSSCG00000019689	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019692	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019697	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019699	13	36	27	29	13	33	21	10	16	23	21	32
ENSSSCG00000019704	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019707	5	19	19	19	5	28	9	11	14	12	13	9
ENSSSCG00000019712	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019715	3	2	11	5	1	0	0	0	8	11	5	6
ENSSSCG00000019718	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019719	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019720	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019721	0	0	2	0	0	0	0	0	0	0	0	0
ENSSSCG00000019722	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019726	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019730	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019731	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019738	0	0	0	0	0	0	5	0	0	0	0	0
ENSSSCG00000019740	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019744	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019754	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019755	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019764	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019766	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019768	0	3	3	0	2	3	0	0	0	0	0	0
ENSSSCG00000019769	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019770	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019775	1	0	0	1	0	1	4	2	3	2	2	0
ENSSSCG00000019778	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019780	0	0	0	1	2	0	0	0	1	1	0	0
ENSSSCG00000019781	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019782	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019783	12	17	18	28	6	13	27	38	12	23	21	16
ENSSSCG00000019784	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019785	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019786	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019788	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019793	0	0	0	0	0	0	0	5	0	0	0	0
ENSSSCG00000019795	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019798	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019800	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019803	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019808	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019809	0	1	1	0	0	0	0	1	1	0	4	4
ENSSSCG00000019811	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019812	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019813	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019814	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019821	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019823	0	1	0	0	2	17	4	5	0	1	1	4
ENSSSCG00000019827	3	0	3	2	0	10	6	0	5	0	0	0
ENSSSCG00000019829	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019834	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019835	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019839	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019843	0	1	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019846	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019847	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019848	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019860	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019862	0	0	0	0	0	0	0	0	0	0	2	1
ENSSSCG00000019863	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019870	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019878	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019883	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019885	0	0	0	0	2	6	0	0	0	2	1	1
ENSSSCG00000019894	7	12	13	11	2	8	9	9	8	9	12	6
ENSSSCG00000019895	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019896	1	0	2	1	0	1	0	0	0	0	0	2
ENSSSCG00000019897	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019900	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019902	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019904	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019906	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019908	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019911	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019913	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019914	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019916	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019918	3	9	23	16	6	11	9	11	6	0	2	2
ENSSSCG00000019920	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019921	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019923	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019927	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019928	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019934	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019936	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019937	86	121	118	75	202	125	113	71	20	42	28	24
ENSSSCG00000019939	2	2	4	0	0	0	0	0	0	0	0	1
ENSSSCG00000019940	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019941	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019942	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019944	3	4	11	3	2	6	6	6	11	2	8	2
ENSSSCG00000019945	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019948	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019949	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019956	1	1	0	2	1	5	0	0	1	2	0	2
ENSSSCG00000019958	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019964	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019966	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019970	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019971	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019975	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019976	0	0	0	0	0	0	0	0	0	0	0	1
ENSSSCG00000019977	26	42	37	31	29	17	43	18	32	27	32	34
ENSSSCG00000019990	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019991	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019992	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019993	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020000	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020010	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020013	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020014	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020017	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020018	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020019	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020020	6	18	10	23	2	31	10	18	7	12	28	14
ENSSSCG00000020026	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020028	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020032	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020033	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020034	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020037	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020038	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020039	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020040	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020045	0	0	0	0	0	0	0	0	0	0	2	0
ENSSSCG00000020046	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020055	0	1	1	0	0	0	0	0	0	0	0	0
ENSSSCG00000020060	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020065	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020068	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020071	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020075	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020079	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020082	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020083	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020086	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020087	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020088	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020090	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020093	0	0	1	0	0	0	0	0	1	0	2	0
ENSSSCG00000020094	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020107	0	0	0	0	0	0	0	0	0	0	1	2
ENSSSCG00000020125	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020131	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020132	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020140	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020141	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020142	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020146	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020152	11	28	33	28	2	24	44	23	25	15	31	36
ENSSSCG00000020159	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020160	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020161	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020163	0	1	2	0	0	5	0	0	0	0	3	0
ENSSSCG00000020165	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020173	5	4	10	6	3	7	3	4	3	0	4	8
ENSSSCG00000020174	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020183	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020185	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020189	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020195	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020198	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020200	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020205	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020206	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020208	0	0	0	0	0	0	1	0	1	2	0	0
ENSSSCG00000020210	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020211	13	23	8	16	5	23	10	14	4	22	6	15
ENSSSCG00000020212	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020214	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020218	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020221	0	0	0	0	0	0	0	0	0	0	0	3
ENSSSCG00000020224	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020227	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020232	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020234	0	0	0	1	0	0	0	0	0	0	0	0
ENSSSCG00000020247	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020248	1	0	0	0	0	0	1	0	0	0	0	0
ENSSSCG00000020251	0	0	0	0	0	0	0	0	1	0	0	0
ENSSSCG00000020252	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020253	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020254	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020255	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020256	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020257	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020258	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020260	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020264	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020269	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020274	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020275	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020277	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020281	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020283	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020286	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020289	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020297	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020298	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000020299	0	0	0	0	0	0	0	0	0	0	0	0
