	A1	A2	A3	A4	B1	B2	B3	B4	C1	C2	C3	C4
ENSSSCG00000018101	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018102	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018104	3	2	4	2	2	1	3	14	4	3	2	3
ENSSSCG00000018107	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018108	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018113	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018117	13	9	25	17	6	19	9	19	4	20	5	8
ENSSSCG00000018124	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018128	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018129	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018131	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018132	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018136	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018137	3	1	0	3	3	3	2	0	1	3	0	2
ENSSSCG00000018140	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018147	1	2	3	8	2	1	4	8	18	4	7	14
ENSSSCG00000018152	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018158	5	25	20	17	3	22	20	5	5	13	7	9
ENSSSCG00000018162	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018164	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018165	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018168	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018169	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018172	20	22	26	26	15	53	12	25	11	26	20	4
ENSSSCG00000018173	1	0	5	4	1	0	0	0	2	2	9	1
ENSSSCG00000018175	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018178	6	26	15	11	6	23	11	19	9	21	13	19
ENSSSCG00000018179	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018181	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018184	2	2	4	4	1	0	6	4	1	2	2	5
ENSSSCG00000018185	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018191	0	0	1	1	0	0	0	0	0	0	0	0
ENSSSCG00000018194	2	0	0	2	1	3	0	0	0	0	0	0
ENSSSCG00000018195	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018196	0	0	4	0	0	3	3	4	7	4	4	3
ENSSSCG00000018197	2	2	3	2	2	10	13	0	9	10	9	20
ENSSSCG00000018203	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018204	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018205	0	1	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018207	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018209	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018210	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018211	0	0	0	0	0	0	0	0	0	0	1	4
ENSSSCG00000018212	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018214	6	7	5	13	1	11	10	11	1	1	8	2
ENSSSCG00000018225	21	61	48	51	11	55	27	43	32	50	26	46
ENSSSCG00000018229	14	25	35	12	10	28	28	11	9	29	2	40
ENSSSCG00000018230	1	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018232	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018233	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018237	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018241	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018243	0	1	0	0	0	0	4	0	0	1	0	3
ENSSSCG00000018244	0	1	2	1	1	0	5	0	3	2	6	1
ENSSSCG00000018246	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018249	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018251	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018259	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018261	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018262	7	13	20	10	2	14	22	3	10	11	7	7
ENSSSCG00000018263	0	2	4	2	1	0	0	0	1	4	0	0
ENSSSCG00000018266	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018270	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018275	0	0	0	0	0	0	1	0	1	0	0	0
ENSSSCG00000018277	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018285	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018292	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018293	2	4	4	6	1	3	11	4	4	2	4	2
ENSSSCG00000018295	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018302	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018303	13	8	9	1	9	16	8	11	1	2	1	4
ENSSSCG00000018304	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018307	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018308	0	0	0	1	0	0	0	0	0	0	0	0
ENSSSCG00000018309	2	3	12	1	2	0	3	0	4	12	2	9
ENSSSCG00000018311	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018312	0	0	1	0	0	0	0	0	0	1	0	0
ENSSSCG00000018315	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018319	0	0	0	1	0	0	0	0	0	0	0	0
ENSSSCG00000018322	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018323	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018325	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018329	29	30	38	31	21	13	48	9	28	28	24	42
ENSSSCG00000018330	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018333	11	33	26	22	10	36	4	22	8	20	17	16
ENSSSCG00000018339	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018349	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018352	7	11	6	15	1	10	3	5	3	7	8	7
ENSSSCG00000018353	2	3	10	1	2	7	3	2	8	5	3	1
ENSSSCG00000018357	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018359	2	0	6	1	0	4	2	0	2	0	0	1
ENSSSCG00000018360	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018361	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018365	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018370	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018371	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018372	8	21	16	30	9	21	14	19	14	32	23	27
ENSSSCG00000018373	0	4	2	5	0	17	0	0	2	2	5	8
ENSSSCG00000018377	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018380	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018383	8	3	0	5	5	0	0	2	2	0	0	0
ENSSSCG00000018387	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018389	0	1	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018396	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018397	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018402	6	15	12	5	8	10	15	9	10	7	14	14
ENSSSCG00000018412	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018415	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018417	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018419	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018423	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018432	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018435	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018436	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018439	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018440	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018447	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018448	2	2	0	3	0	0	1	0	3	0	1	0
ENSSSCG00000018450	12	16	10	18	5	16	7	13	2	7	9	4
ENSSSCG00000018451	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018452	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018455	0	0	0	0	0	0	0	0	0	0	0	1
ENSSSCG00000018456	12	10	19	9	7	23	8	10	12	11	14	6
ENSSSCG00000018459	0	0	0	0	0	0	0	0	1	0	0	0
ENSSSCG00000018460	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018461	0	0	1	0	0	7	1	0	2	1	0	0
ENSSSCG00000018462	13	12	22	13	6	23	11	16	9	10	3	7
ENSSSCG00000018463	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018471	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018475	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018477	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018482	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018486	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018490	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018494	1	0	0	0	0	0	0	0	1	0	1	0
ENSSSCG00000018495	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018497	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018499	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018501	2	4	13	4	0	11	11	3	6	15	7	3
ENSSSCG00000018503	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018504	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018511	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018512	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018513	0	1	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018519	0	0	0	0	0	0	0	0	0	1	2	2
ENSSSCG00000018520	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018522	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018523	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018524	4	8	14	18	7	13	8	13	7	9	8	8
ENSSSCG00000018526	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018530	4	10	12	18	8	6	2	6	20	16	21	14
ENSSSCG00000018532	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018533	1	1	1	1	0	0	2	0	2	2	4	2
ENSSSCG00000018534	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018535	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018536	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018538	3	10	18	17	6	22	10	4	15	10	3	21
ENSSSCG00000018540	0	6	7	5	2	6	8	7	9	3	8	4
ENSSSCG00000018541	0	0	0	0	0	0	0	0	0	0	0	2
ENSSSCG00000018544	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018546	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018553	1	3	1	5	1	2	0	0	0	0	0	0
ENSSSCG00000018555	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018556	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018558	23	40	19	22	13	15	24	10	11	21	20	25
ENSSSCG00000018563	3	8	12	6	9	11	25	8	13	4	16	5
ENSSSCG00000018566	1	0	2	0	0	0	0	0	0	0	0	0
ENSSSCG00000018574	1	2	1	5	2	9	4	7	0	3	2	7
ENSSSCG00000018576	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018580	0	2	3	3	0	0	4	12	5	1	5	0
ENSSSCG00000018581	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018586	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018588	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018590	0	0	0	0	0	0	0	0	0	0	0	2
ENSSSCG00000018591	0	2	0	0	0	0	0	0	0	0	3	0
ENSSSCG00000018599	4	2	4	1	2	0	0	3	3	0	2	1
ENSSSCG00000018605	5	15	10	3	10	23	17	9	23	8	17	31
ENSSSCG00000018608	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018612	0	3	1	1	0	2	8	4	3	2	0	9
ENSSSCG00000018617	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018618	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018619	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018620	8	9	22	17	0	22	8	10	20	22	20	22
ENSSSCG00000018621	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018622	0	1	1	0	0	0	0	0	1	0	3	0
ENSSSCG00000018626	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018628	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018631	0	0	2	1	1	2	1	4	2	3	0	3
ENSSSCG00000018641	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018642	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018644	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018648	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018649	2	5	6	8	1	0	8	3	3	4	3	4
ENSSSCG00000018650	0	3	2	1	0	0	0	0	1	4	2	0
ENSSSCG00000018651	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018653	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018656	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018664	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018665	1	4	6	0	2	5	0	6	3	3	0	5
ENSSSCG00000018668	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018670	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018672	0	0	0	0	2	0	0	0	0	0	1	0
ENSSSCG00000018679	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018681	0	4	1	1	0	2	0	0	0	0	0	0
ENSSSCG00000018682	5	0	4	0	1	1	0	0	2	0	0	2
ENSSSCG00000018685	4	5	7	8	2	1	8	3	5	11	2	13
ENSSSCG00000018686	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018689	0	0	1	0	0	0	0	0	0	0	2	0
ENSSSCG00000018693	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018697	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018698	20	19	29	13	22	5	11	29	4	2	5	6
ENSSSCG00000018699	1	9	2	11	0	3	1	4	3	3	3	5
ENSSSCG00000018700	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018701	0	0	0	0	2	0	1	0	0	2	0	1
ENSSSCG00000018708	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018712	1	11	3	5	2	2	1	8	3	5	4	8
ENSSSCG00000018715	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018716	0	0	1	0	0	0	0	0	0	0	0	0
ENSSSCG00000018719	1	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018723	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018726	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018727	3	12	16	10	4	8	15	4	19	12	20	17
ENSSSCG00000018728	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018731	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018734	1	2	0	0	1	0	0	0	1	2	0	0
ENSSSCG00000018735	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018737	4	2	0	2	3	0	2	2	0	1	0	0
ENSSSCG00000018738	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018739	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018744	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018746	14	42	58	33	16	42	19	39	14	30	12	15
ENSSSCG00000018749	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018753	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018757	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018758	0	0	0	1	0	0	0	4	0	0	1	0
ENSSSCG00000018761	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018762	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018765	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018769	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000018774	0	0	0	0	1	0	1	2	0	0	2	0
ENSSSCG00000018775	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018780	0	1	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018784	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018786	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018790	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018795	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018796	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018799	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018801	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018802	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018804	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018805	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018806	1	1	1	1	0	0	5	0	0	2	1	0
ENSSSCG00000018816	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018819	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018822	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018823	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018825	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018826	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018827	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018831	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018834	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018841	0	0	0	0	1	10	0	0	0	0	0	0
ENSSSCG00000018842	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018854	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018864	11	6	8	7	6	5	4	0	6	5	3	9
ENSSSCG00000018866	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018868	1	10	14	4	3	16	5	9	17	1	7	10
ENSSSCG00000018870	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018874	0	0	2	3	1	0	0	6	0	0	0	3
ENSSSCG00000018875	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018878	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018881	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018883	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018884	0	0	0	1	0	0	0	0	0	0	0	0
ENSSSCG00000018886	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018888	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018891	0	1	1	0	3	0	0	0	4	2	2	4
ENSSSCG00000018902	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018907	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018912	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018915	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018918	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000018920	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018923	22	29	32	38	10	27	26	23	12	24	15	19
ENSSSCG00000018924	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018925	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018926	4	2	10	2	1	8	3	0	4	3	4	5
ENSSSCG00000018929	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018930	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018934	0	0	0	0	0	0	1	0	0	0	0	0
ENSSSCG00000018935	7	15	23	11	6	19	10	17	4	8	5	8
ENSSSCG00000018941	1	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018942	32	53	43	65	10	61	55	36	11	44	17	38
ENSSSCG00000018951	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018953	0	0	0	0	0	0	0	0	0	0	1	0
ENSSSCG00000018956	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018957	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018959	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018963	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018964	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018966	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018969	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018970	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018972	18	25	31	34	18	28	27	29	25	24	32	32
ENSSSCG00000018974	0	2	0	0	2	0	0	0	0	1	0	0
ENSSSCG00000018979	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018985	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018992	0	1	2	3	1	0	0	0	1	1	8	1
ENSSSCG00000018994	0	0	0	1	0	0	0	0	0	0	0	0
ENSSSCG00000018995	0	0	0	0	0	2	0	0	0	0	0	0
ENSSSCG00000018996	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018997	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000018998	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019000	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019002	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019003	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019004	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019007	0	0	0	0	0	0	0	0	0	0	1	0
ENSSSCG00000019009	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019012	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019018	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019020	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019027	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019028	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019029	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019032	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019034	4	1	1	0	3	0	0	2	0	0	1	0
ENSSSCG00000019038	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019039	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019040	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019045	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019046	5	8	6	6	1	3	6	17	5	10	3	2
ENSSSCG00000019048	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019050	0	1	1	0	3	0	2	6	1	0	1	0
ENSSSCG00000019051	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019055	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019058	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019059	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019061	0	1	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019062	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019064	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019065	13	17	6	14	7	13	8	9	7	4	3	3
ENSSSCG00000019068	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019069	11	43	41	30	12	25	20	33	4	17	11	15
ENSSSCG00000019080	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019083	1	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019086	3	0	1	2	0	0	0	5	1	0	0	0
ENSSSCG00000019092	0	1	1	0	0	0	0	0	1	0	0	0
ENSSSCG00000019093	1	2	1	0	0	0	0	1	0	1	0	0
ENSSSCG00000019094	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019095	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019096	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019098	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019101	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019103	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019104	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019106	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019109	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019114	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019120	6	10	3	9	4	12	7	6	6	8	9	9
ENSSSCG00000019121	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019124	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019126	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019129	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019130	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019132	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019135	0	0	4	0	0	0	1	0	0	3	1	2
ENSSSCG00000019137	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019138	9	18	7	14	6	29	8	17	3	7	5	15
ENSSSCG00000019141	0	1	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019149	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019153	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019154	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019155	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019156	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019159	0	2	10	1	0	0	10	0	3	0	4	0
ENSSSCG00000019162	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019163	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019165	0	0	1	0	0	0	0	0	0	0	0	0
ENSSSCG00000019169	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019172	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019173	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019175	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019178	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000019181	10	11	18	13	7	10	10	14	9	15	7	14
ENSSSCG00000019191	0	0	0	1	0	0	0	0	0	2	0	0
