NCBI_GeneID_pig,NCBI_GeneID_human,Ensembl_GeneID_pig,Ensembl_GeneID_human,geneName_pig,geneName_human,group,BvsA_log2FoldChange,BvsA_pvalue,BvsA_padj,Avg_norm_nose,Avg_norm_lung,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4
100624694,951,ENSSSCG00000033849,ENSG00000104894,CD37,CD37,H,-0.367581347,0.568060168,0.936517035,59.03862656,50.69450786,97.76255121,8.288508434,35.66020905,40.27387931,66.31256056,69.37479455,31.64235691,122.9941525,6.475255184,3.355267758,107.9050756,85.04243292
100627543,10225,ENSSSCG00000023993,ENSG00000153283,CD96,CD96,H,-0.346889903,0.773562787,0.974185554,31.33883503,5.193887146,39.10502048,1.841890763,14.52823332,156.7804587,7.368062284,1.71295789,14.55548418,14.81857259,2.158418395,8.807577865,9.809552323,0
100154019,922,ENSSSCG00000006455,ENSG00000073754,,CD5L,H,-0.175494939,0.910856416,0.996838371,13.73723379,9.935758687,0,11.05134458,21.13197573,2.876705665,57.1024827,0,13.2897899,4.445571776,0,3.774676228,35.96835852,0
397302,919,ENSSSCG00000006309,ENSG00000198821,CD247,CD247,H,-0.163586436,0.793722534,0.976997606,44.13135859,18.12456104,60.16156997,40.52159679,23.7734727,46.02729064,64.47054498,17.1295789,3.164235691,97.80257907,11.87130117,5.032901637,34.33343313,21.26060823
396661,915,ENSSSCG00000015093,ENSG00000167286,CD3D,CD3D,H,-0.136497691,0.880155836,0.994186187,27.73104911,24.02413836,25.56866724,33.15403374,18.49047877,18.69858682,36.84031142,0,7.594165659,81.50214922,1.618813796,1.677633879,34.33343313,58.46667263
103158530,968,ENSSSCG00000017956,ENSG00000129226,CD68,CD68,H,-0.082018573,0.883260545,0.994836758,161.2695199,133.2214902,151.9079642,42.36348755,79.24490899,153.9037531,349.9829585,86.50437345,29.11096836,397.1377453,10.79209197,5.032901637,135.6988071,381.3621601
100623358,124599,ENSSSCG00000017237,ENSG00000178789,CD300LB,CD300LB,H,-0.031707942,0.986591567,1,5.013651118,1.551427516,0,4.604726908,0,8.630116995,14.73612457,7.708310505,4.429929968,0,0,2.935859288,3.269850774,0
100038011,971,ENSSSCG00000005311,ENSG00000137101,CD72,CD72,H,-0.001248486,0.9987734,1,62.94400115,22.74401748,64.67368772,13.81418072,11.88673635,23.01364532,187.8855882,11.13422629,4.429929968,186.7140146,7.554464381,8.807577865,8.174626936,66.43940072
397042,961,ENSSSCG00000011942,ENSG00000196776,CD47,CD47,H,0.08590167,0.792688701,0.976571774,267.5365748,232.7636428,162.4362389,143.6674795,363.2058329,435.8209083,569.1828114,93.35620501,48.09638251,324.5267396,30.75746212,26.84214207,555.8746317,317.5803354
396627,925,ENSSSCG00000008217,ENSG00000153563,CD8A,CD8A,H,0.101378018,0.892647027,0.996838371,43.09097265,26.29955455,33.08886349,36.83781526,15.8489818,90.61622845,101.3108564,51.3887367,8.227012798,7.409286293,4.316836789,12.58225409,45.77791084,42.52121646
100152548,8763,ENSSSCG00000004414,ENSG00000135535,CD164,CD164,H,0.123350077,0.824494523,0.987658933,167.8629387,152.9495597,198.5331809,81.04319358,19.81122725,287.6705665,348.1409429,82.22197872,29.11096836,296.3714517,7.014859783,18.87338114,276.3023904,309.6076074
780427,975,ENSSSCG00000039243,ENSG00000110651,CD81,CD81,H,0.125873895,0.726279015,0.961118387,368.8958107,296.9681978,282.7593789,115.1181727,282.6401754,713.4230049,887.8515052,112.1987418,60.75332527,496.4221816,73.92583002,16.35693032,624.5414979,473.0485331
396922,4179,ENSSSCG00000038506,ENSG00000117335,,CD46,H,0.175611731,0.56754147,0.936276961,242.6564165,242.203239,326.3765171,124.3276265,224.5272421,212.8762192,510.2383132,87.3608524,65.81610238,389.728459,29.67825293,17.61515573,479.0331385,442.4864088
396702,965,ENSSSCG00000006738,ENSG00000116815,CD58,CD58,H,0.214829948,0.559629453,0.933400665,101.2004597,103.3580434,81.21811947,56.17766828,105.6598787,110.7531681,243.1460554,42.82394725,46.83068823,122.9941525,16.72774256,11.32402868,227.2546288,158.1257737
100512418,388611,ENSSSCG00000003575,ENSG00000174950,CD164L2,CD164L2,H,0.244838068,0.937045564,0.996838371,0.906177096,1.083237095,0,0.920945382,0,0,0,0,6.328471383,0,2.698022993,0,1.634925387,0
100152398,963,ENSSSCG00000006800,ENSG00000143119,CD53,CD53,H,0.301462914,0.522874188,0.919031418,151.3801105,139.4718165,218.0856912,35.91686988,42.26395146,116.5065794,401.5593945,44.53690514,24.68103839,327.4904541,21.04457935,13.00166256,356.4137344,167.4272898
102161349,933,ENSSSCG00000002893,ENSG00000012124,CD22,CD22,H,0.304013693,0.638454902,0.953206529,114.750226,69.46551237,127.8433362,49.73105061,44.90544843,79.10940579,423.6635813,56.52761037,31.00950978,105.2118654,32.91588052,20.55101502,219.0800019,5.315152058
,909,ENSSSCG00000030958,ENSG00000158477,,CD1A,H,4.493489914,0.157239382,0.67364975,1.74032963,0.629112705,0,0,0,0,0,0,13.92263704,0,0,2.516450819,0,0
100520753,968,ENSSSCG00000008769,ENSG00000129226,CD68,CD68,H,5.915445293,7.03E-09,1.11E-06,2.783196772,243.7463385,0,2.762836145,0,0,11.05209343,0.856478945,7.594165659,0,60.97531965,18.45397267,482.3029892,413.2530725
